Name,Age,Transaction_ID,Transaction_Time,Amount,Previous_Balance,Current_Balance,Transaction_Frequency_Weekly,Transaction_Type,Device_Type,Is_International,Device_Change,Fraud_Label
Mark Henry,40,f884ba81-83f5-46b5-bb77-acf5662eb493,2025-05-17 17:12:44,6683.65,41773.77,35090.12,3,Bill Payment,POS,0,0,0
Brian Pacheco,32,1c79678b-957a-4b62-8e31-d7e94353e17e,2025-02-15 04:46:30,32.97,3883.71,3850.74,16,ATM Withdrawal,POS,0,1,1
Katie Boyer,25,f4a5f1dd-a58d-41ca-b20f-c5361af8763b,2025-04-27 09:00:05,370.29,32122.93,31752.64,11,Online Purchase,POS,0,0,0
Kathy Hughes,36,689b1f0c-d9ba-4a00-ae1f-09cc81294b62,2025-02-10 07:04:41,1149.74,6693.72,5543.98,5,Online Purchase,ATM,0,0,0
Gregory Cooper,54,3558adb8-880c-45e7-966e-4dd9719d17c7,2025-05-14 03:38:52,1316.93,41881.78,40564.85,4,Online Purchase,Web,0,0,0
Deborah Swanson,63,fc54590b-a261-44b6-96bc-97c25f18afd0,2025-06-07 07:03:49,279.19,13714.89,13435.7,8,Bill Payment,Web,0,0,0
Lindsay Wong,35,668dc818-15be-4746-8e64-6f76d4182411,2025-02-11 19:08:30,2986.22,18890.59,15904.37,16,ATM Withdrawal,POS,0,1,1
Jeremy Adams,48,2754653e-f0d7-4e55-91d7-c0612ab0b257,2025-06-12 12:15:21,2185.78,3366.84,1181.06,5,Transfer,Web,0,1,1
Henry Odom,36,272f9057-2b97-4329-b614-93bc2c97afc0,2025-05-08 12:18:53,922.83,19095.54,18172.71,14,ATM Withdrawal,POS,0,0,0
Nathan Welch,71,55593429-397e-4fbb-a7cc-1fbe02dd366f,2025-03-29 16:11:05,471.15,48344.1,47872.95,4,Bill Payment,Web,0,0,0
Erik Flores,47,2fc16d8b-7396-40a3-8b6a-ee463163ee3b,2025-09-28 04:10:22,1170.41,15726.47,14556.06,16,Online Purchase,ATM,0,0,0
Erin Bush,43,cf62ff8a-b7bf-4e7d-8930-d01ba61a94b8,2025-03-27 03:00:33,753.27,42087.29,41334.02,11,Online Purchase,ATM,0,0,0
Kristina Smith,63,1faa69d0-9ced-41c3-ab39-0fdda5be75f4,2025-03-31 03:23:00,10.81,32493.76,32482.95,17,Transfer,ATM,0,0,0
Ms. Kristie Ponce,65,4ef4ab8f-ee6e-4d5e-af9c-78c8bcc1915c,2025-09-19 19:43:58,125.79,25268.24,25142.45,18,ATM Withdrawal,POS,0,0,0
Seth Stewart,52,70014c52-9859-47b1-92ef-320201ff24ee,2025-01-08 01:55:19,1109.44,3143.04,2033.6,2,Online Purchase,POS,1,0,1
Katherine Marsh,69,c598b37a-b225-4857-b1aa-139bcce9f322,2025-09-23 21:01:33,1517.58,1448.87,-68.71,11,Transfer,Web,0,0,0
John Jenkins,39,7bee651d-f3bd-4534-b5be-282aa878f9c7,2025-01-18 00:05:58,4734.67,48947.93,44213.26,8,Online Purchase,ATM,0,0,0
Michael Stevens,40,e35ff6eb-4749-4440-9ac4-7b3e4dda54a9,2025-03-14 22:55:33,3126.94,28340.9,25213.96,12,ATM Withdrawal,POS,0,1,1
Jamie Terry,53,92bfcc05-b7bf-4856-a65e-46d65358da50,2025-03-10 07:29:18,2632.72,48474.73,45842.01,13,Online Purchase,ATM,0,1,1
Joshua Davidson,45,22dd895c-7380-4063-a463-2ec97f866293,2025-09-17 19:41:27,1906.68,8578.43,6671.75,8,ATM Withdrawal,Web,0,0,0
Christopher Ramirez,46,49b70769-75c5-4126-86e4-ceb5d3172d43,2025-02-07 21:45:48,961.62,35186.34,34224.72,13,Transfer,ATM,0,0,0
Susan Brady,73,6ea21f49-5554-4a47-8915-69e692ae77f2,2025-09-05 17:39:45,957.82,3694.74,2736.92,15,Online Purchase,ATM,0,0,0
Wesley Martin,41,692b20ce-e207-4eaf-951c-a0c2489e1cf7,2025-02-17 19:05:42,2078.88,17761.09,15682.21,16,Bill Payment,POS,0,0,0
Greg Perry,34,3eba544d-e71d-4cd6-8f6a-88b122296a94,2025-10-23 22:26:36,88.39,1575.29,1486.9,10,ATM Withdrawal,Mobile,1,0,1
Donald Dunn,69,3db3eeb9-5759-465a-9261-ab2d7958d755,2025-07-20 03:18:25,886.03,6684.14,5798.11,4,Transfer,Web,1,0,1
Natasha Brown,60,feece7d5-135b-4b1d-b3fb-59cc2d6e0689,2025-06-18 04:08:10,334.84,9406.48,9071.64,6,ATM Withdrawal,ATM,0,0,0
Sharon Jones,71,709cd3f1-d0cc-45f0-a73f-9bf7f88fee3c,2025-09-24 06:37:18,855.84,28571.26,27715.42,17,Transfer,Web,0,0,0
Robert Wagner,74,e881a338-76b6-467f-91d6-36039ff45473,2025-05-16 18:26:13,2968.71,5450.12,2481.41,17,Bill Payment,ATM,0,0,0
Jacob Wiggins,73,db594674-d1e9-4291-8d12-548aa5f38912,2025-09-02 00:31:32,654.11,21358.05,20703.94,2,Bill Payment,POS,0,0,0
Ms. Krystal Riddle,20,5236f96e-739c-441d-be2f-2d870ef1473a,2025-01-26 17:02:08,1037.36,18999.03,17961.67,14,Bill Payment,Web,0,0,0
Anthony Anderson,32,10ebe1ac-6147-45d7-b856-c010564ac2d4,2025-03-18 10:07:10,1492.47,11083.28,9590.81,10,Online Purchase,POS,0,0,0
Jeffery Caldwell,42,f85e6c32-dbb7-481b-9063-759681048d94,2025-05-01 02:50:11,1661.62,35350.64,33689.02,17,Transfer,Mobile,0,0,0
Angela Hill,40,c82fb75a-901c-4020-9370-bb2cd7f7786c,2025-01-26 17:06:02,135.05,37820.45,37685.4,8,ATM Withdrawal,POS,0,0,0
Jessica Holloway,37,171c5e5f-cf53-4577-9b59-f24cb423ac7e,2025-03-29 08:14:23,1260.6,30355.12,29094.52,19,Transfer,ATM,0,1,1
Diana Harris,21,b7a4d028-a852-4755-84e1-1b10bfa0dbc0,2025-10-03 07:07:25,1584.94,27594.19,26009.25,14,Transfer,Web,0,0,0
Kayla Lowery,72,78bbd953-463e-42f0-a4a0-a0985b0c0e56,2025-02-10 03:47:36,2187.3,47126.18,44938.88,13,Online Purchase,Web,0,0,0
Melissa Dominguez,64,41d3bc5b-79c0-4003-8e4e-428df08b123a,2025-07-02 19:31:56,862.87,30463.9,29601.03,14,Online Purchase,Mobile,0,0,0
Catherine Wallace,24,057e7a24-a5c9-4391-87c8-f4a2993f4ae7,2025-08-29 02:27:28,438.72,22043.91,21605.19,1,Online Purchase,POS,0,0,0
Ana Perez,67,861c532d-00af-461f-bd14-6c1d74012792,2025-10-22 00:10:37,3490.42,6301.22,2810.8,19,Bill Payment,Web,0,1,1
John Thompson,29,b5a5963c-cf25-4a15-82c8-ac967f9a54df,2025-07-18 14:52:09,1512.68,14005.79,12493.11,6,Transfer,Web,0,0,0
Jacqueline Rodriguez,29,683f638e-752e-4ebf-b580-56a0859b3bc2,2025-09-17 10:02:26,1785.49,11032.67,9247.18,17,Online Purchase,POS,0,1,1
Victor Jordan,64,eb28fb42-1e8a-48e2-b2a4-e2f399b298eb,2025-01-09 17:21:04,9727.45,33444.5,23717.05,5,Online Purchase,ATM,0,0,0
Megan Barker,51,3cb9e718-d992-4995-8620-dca4341ddfd4,2025-10-11 14:02:36,675.02,48616.95,47941.93,16,Bill Payment,Mobile,1,0,1
Tiffany Wilson,35,00648d71-5fa5-4938-ab9b-1323c03d7f0e,2025-07-29 10:07:04,9.03,3856.18,3847.15,18,ATM Withdrawal,POS,1,0,1
Timothy Noble,69,d6f44db9-1bca-437a-a015-d96850f84aea,2025-01-27 10:12:39,1591.49,47969.48,46377.99,16,ATM Withdrawal,POS,0,1,1
Timothy Johnson,55,e3cbef9c-7321-4810-88cd-20c385caa46a,2025-03-07 20:49:17,713.14,10779.85,10066.71,5,Bill Payment,Mobile,0,0,0
Todd White,49,2fcca754-1f30-49aa-b01d-a48e37c015b6,2025-04-13 10:31:32,1494.73,5833.04,4338.31,18,Transfer,POS,0,0,0
Jenna Jones,60,7723faee-29d7-4f93-a3ba-6201ceb9c493,2025-10-14 13:05:56,3844.45,7804.21,3959.76,14,ATM Withdrawal,Web,1,0,1
Michael Silva,65,d315b25a-9a5f-46bd-970d-b779c98b8698,2025-02-12 18:40:31,2875.5,10186.35,7310.85,1,Bill Payment,Mobile,0,0,0
James White,29,6bb37903-136a-404c-8964-073ae99b5249,2025-09-27 06:15:57,940.88,24938.54,23997.66,17,Transfer,POS,0,0,0
Laura Wilkinson,30,b59ebf19-076e-4bdd-9dab-870962885f5d,2025-08-10 13:26:16,97.84,18208.17,18110.33,1,Transfer,Mobile,0,0,0
Anna Graham,70,0e7f8fc6-59ab-4eb9-8f2a-931b9f1d2510,2025-09-11 22:15:26,5510.61,13128.88,7618.27,1,ATM Withdrawal,Mobile,0,0,0
Aaron Jenkins,47,8e7c3f59-3ea5-4176-84fd-dfe5bb5935a9,2025-06-13 20:08:16,5407.46,23136.15,17728.69,4,Bill Payment,ATM,0,1,1
Jennifer Gates,28,230b275a-4b3f-48da-af0c-7fad606af7cf,2025-05-13 00:52:35,2886.75,28610.18,25723.43,16,Transfer,POS,1,0,1
Carrie Evans,22,6d657bc3-a546-4101-9e13-0411ed9579e9,2025-04-19 02:04:13,7580.71,5432.05,-2148.66,14,Bill Payment,Web,0,0,0
Brian Chavez,69,e0bac1fc-39bb-4af5-93f4-20e9b1b0d2b7,2025-01-04 05:55:42,398.69,13523.83,13125.14,5,Transfer,Mobile,0,1,1
William Stevenson,48,b88d894b-d66b-4bc9-a748-2389803880a1,2025-06-20 22:52:28,351.31,23986.37,23635.06,14,Transfer,Mobile,0,0,0
Annette Brown,55,ff18a69b-dd57-48ea-9a7a-643a871eb522,2025-04-13 23:58:22,985.51,44565.26,43579.75,10,ATM Withdrawal,Web,0,0,0
Beth Gentry,73,645da6f8-a496-4aaa-bdf4-62e6290f3e30,2025-07-10 21:43:02,2107.47,44231.91,42124.44,1,Online Purchase,Mobile,0,1,1
Betty Wong,52,368a42c4-e05d-48c8-912a-c160eee7ba12,2025-01-06 18:59:33,1781.94,25075.16,23293.22,16,Bill Payment,Mobile,0,0,0
Kelly Perez,59,f66c39e8-07f4-48b7-b64d-ace441b4a2db,2025-02-15 04:55:05,864.32,13082.41,12218.09,1,ATM Withdrawal,POS,1,0,1
Alan Stewart,50,be2ba7bf-3ece-41ab-b108-8aeaa09f6734,2025-03-28 22:34:00,642.57,40225.56,39582.99,4,Transfer,POS,0,0,0
Tiffany Mason,54,d418b72f-e98d-46c9-9a84-323d518ce6f3,2025-06-12 16:43:29,3509.64,36561.5,33051.86,19,Online Purchase,ATM,0,0,0
Robert Ramirez,28,c049789c-f91a-48bf-a34a-66fd1be6fc21,2025-01-02 12:16:47,765.75,7491.39,6725.64,16,Online Purchase,Web,0,0,0
Robert Walter,23,7a0c81d6-9572-49be-9522-f64ab2f0f2e7,2025-05-09 08:52:58,2837.99,18881.37,16043.38,16,Bill Payment,Web,0,0,0
Mr. Isaiah Swanson,50,9286b39d-0169-46a1-bbe0-23ef4229b850,2025-05-21 10:08:29,235.21,24271.14,24035.93,12,Bill Payment,POS,0,1,1
David Ramirez,35,c01af89d-e025-4613-9698-68605b97475c,2025-01-12 07:23:14,397.93,24172.89,23774.96,15,Bill Payment,Web,0,0,0
Christine Garcia,24,503981bc-9f43-4482-9b2a-fe78d2f5dbe8,2025-01-03 23:11:47,2816.6,29219.56,26402.96,13,Transfer,POS,0,0,0
Kristin Wang,37,5db69692-46ed-4ec2-9b5b-69763dc53395,2025-07-14 01:53:59,3035.49,35437.17,32401.68,7,Bill Payment,Mobile,0,0,0
James Weber,71,61b5cecd-1aae-4a5e-8014-3e31b06cd51c,2025-10-12 20:05:36,320.76,48821.64,48500.88,17,Transfer,Web,0,0,0
Manuel Mccoy,20,e903c775-90d5-4a14-bb85-21719f220752,2025-06-26 09:15:31,583.87,5300.75,4716.88,17,Transfer,ATM,0,0,0
Richard Dean,74,3a1f9eee-045f-4352-b1b6-c00c57743500,2025-10-10 07:27:59,2976.57,13420.96,10444.39,4,Online Purchase,ATM,0,0,0
Danielle Brown,49,f5f5e8c6-f85f-4559-a2e8-8797b716de33,2025-06-09 10:03:42,1275.1,4538.25,3263.15,14,Transfer,ATM,0,0,0
Keith Hernandez,25,92d32153-cacb-47e3-819d-2d8ed7700370,2025-05-03 05:15:02,2319.46,30697.86,28378.4,16,ATM Withdrawal,POS,0,0,0
Jordan Hill,72,61fec5ba-a715-4e0d-acde-526b1b0ccf3c,2025-03-11 22:53:17,621.61,32660.24,32038.63,2,Online Purchase,ATM,0,0,0
Brandi Lopez,38,82631f53-cdd3-4fa8-aa96-ae1b4f0149c8,2025-05-30 15:57:54,3572.09,29008.64,25436.55,3,Online Purchase,POS,0,0,0
Jade Lopez,19,cd06cc83-17c4-40bf-9b45-3a3d895ea53a,2025-03-31 04:49:26,1796.26,26402.72,24606.46,10,Bill Payment,Web,0,0,0
Amanda Williams,23,1c3a5c0b-060a-44a8-8548-cc6d2e2a6a5e,2025-05-03 16:08:18,4313.59,35094.81,30781.22,10,Transfer,ATM,1,0,1
Laura Adams,29,3f641ceb-7b8a-4b8c-9948-8b67e3ef1c5c,2025-04-26 14:29:14,1424.06,43851.5,42427.44,4,Transfer,POS,0,0,0
Melanie Potter,21,cb3149f9-1147-4cfb-ad2f-9c811b8e062d,2025-01-06 07:45:05,1594.26,48029.74,46435.48,12,ATM Withdrawal,POS,0,0,0
Erika Hamilton,51,c5df7b0d-07cf-4cc0-aac6-2756692c332d,2025-01-03 16:29:43,3092.63,39112.31,36019.68,1,Bill Payment,Mobile,0,0,0
Tiffany Wilkerson,54,3910310d-24e3-4259-821f-9ffd1176d8e2,2025-03-25 04:07:45,1517.02,14819.95,13302.93,8,Bill Payment,Mobile,0,1,1
Joseph George,35,f8c7527e-6607-4c05-baa2-3b8d49ac20d4,2025-09-18 03:54:08,4848.92,28945.56,24096.64,11,Transfer,POS,0,0,0
Alexis Bell,42,e41f45de-d701-4f87-8183-b0fa48e19557,2025-07-08 03:41:42,629.68,22271.84,21642.16,3,ATM Withdrawal,ATM,0,0,0
Cassandra Smith,26,f18a49aa-ae3a-4727-8028-57afb233b03f,2025-05-27 13:32:32,355.14,27094.32,26739.18,13,ATM Withdrawal,ATM,0,1,1
Kenneth Brock,38,46fab24c-1168-45d7-929d-616195b7c64a,2025-05-22 12:42:38,100.61,23360.6,23259.99,16,Transfer,Web,0,0,0
Cody Gilbert,73,7ef635f0-3f76-4d4f-bdda-9cdc859b26ed,2025-07-22 06:49:45,1717.74,33110.09,31392.35,17,Transfer,ATM,0,0,0
Whitney Calhoun,28,8be93cdb-74db-4664-a45b-8452d543d040,2025-09-18 04:18:25,6410.58,1319.99,-5090.59,11,Online Purchase,ATM,0,1,1
Mrs. Karen Scott,62,a601811a-b93c-44f9-bad6-c09917cbde37,2025-03-24 12:20:36,876.24,27445.02,26568.78,11,Online Purchase,ATM,0,0,0
Veronica Reyes,41,820124f3-d993-489b-a863-a138434e4b5b,2025-07-29 14:22:32,1309.52,16689.85,15380.33,8,Online Purchase,Web,0,0,0
Cathy Andersen,19,b5e40f2e-18b1-4cbc-8d77-3e3a561b3094,2025-08-03 00:18:26,8495.49,9075.54,580.05,7,Transfer,Web,0,0,0
Larry Jones,21,79329e09-7330-4a0f-8edd-622f69cb78d7,2025-03-20 05:54:20,7045.94,44976.31,37930.37,4,Online Purchase,ATM,1,0,1
Raymond Black,52,a675390a-58ee-4abc-9ccc-64d1ca6449c2,2025-02-20 08:07:19,545.88,38786.01,38240.13,3,Bill Payment,POS,0,0,0
Kevin Nielsen,18,1ed5768a-c7b0-4d7a-a951-7805e10f09ab,2025-06-19 16:15:38,3817.4,42160.32,38342.92,18,Online Purchase,ATM,0,0,0
Jennifer Peterson,50,86c904d8-11c6-4b86-81c5-379da0618a1c,2025-06-27 19:28:32,7862.88,24768.98,16906.1,15,Bill Payment,Web,0,0,0
Joshua Snyder,67,7383115f-f193-4314-bc30-40410b831970,2025-02-21 14:59:51,3375.29,35868.48,32493.19,2,ATM Withdrawal,POS,0,0,0
Danielle Flores,50,19a3da58-7b3f-4037-9698-b810058b363f,2025-02-08 06:38:39,3499.38,1852.17,-1647.21,9,Bill Payment,Mobile,0,0,0
Brian Bell,37,9eab23fa-e0d6-47c1-9ced-e702f1516141,2025-04-01 01:35:23,3724.18,37743.89,34019.71,8,ATM Withdrawal,Mobile,0,0,0
Isaiah Rodriguez,57,5f889eb4-0819-4697-834e-d3acc450b9ef,2025-03-06 12:36:20,3519.8,44176.78,40656.98,11,Transfer,POS,0,0,0
Shawn Gardner,50,53647074-bf0a-4e00-a141-e60a2f0b0e7f,2025-07-31 10:10:21,2761.44,1892.89,-868.55,3,Transfer,POS,0,0,0
Manuel Wyatt,67,cc760527-783a-40a6-8f3d-eff99186152c,2025-02-04 10:56:29,384.37,16290.19,15905.82,14,Online Purchase,Mobile,0,1,1
Nicholas Lucas,22,99da84c8-3e07-4d8e-addf-3abf96df561a,2025-05-30 22:36:50,2771.42,20623.44,17852.02,13,ATM Withdrawal,ATM,0,0,0
Dr. Cynthia Ferguson,58,a455338e-e61e-4bfd-aa67-ab53b5411ea1,2025-06-07 14:59:53,53.79,13988.73,13934.94,2,ATM Withdrawal,ATM,0,0,0
Crystal Hernandez,20,4eef0088-cd0d-4e3a-87e1-fa4eccdad56e,2025-07-20 00:47:56,2164.9,12880.47,10715.57,17,ATM Withdrawal,Web,0,0,0
Danielle Garrett,63,dede62a6-dc3d-46f4-9511-05d3a04bd947,2025-08-07 15:17:02,905.06,17425.97,16520.91,11,ATM Withdrawal,POS,0,0,0
Julie Mcmahon,21,c1555179-845f-471b-bb7a-b20eb35ee30a,2025-01-07 16:55:54,2651.96,6044.09,3392.13,15,Transfer,POS,0,0,0
Kevin Lynch DVM,47,10e05f8b-3373-45bc-b4d3-aba95217a3ff,2025-10-05 23:40:41,5284.81,40010.65,34725.84,8,ATM Withdrawal,Mobile,1,0,1
Caleb Velez,21,e8bca155-64bb-4029-8b70-bad82e66ad67,2025-04-24 14:41:28,787.98,42662.85,41874.87,7,Online Purchase,ATM,0,0,0
Arthur Mitchell,63,112f94d1-ce23-450b-8fa1-820f2ffd7a58,2025-06-30 17:50:54,2839.85,9116.33,6276.48,6,Bill Payment,POS,0,0,0
Stephen Schneider,38,e21af415-ed7c-4b33-b6dc-7e6b35130515,2025-08-04 04:41:11,440.86,35639.05,35198.19,2,ATM Withdrawal,Web,0,0,0
Sarah Chase,51,1051df49-0273-41f1-8c89-63d0736326c8,2025-02-26 18:22:14,1808.67,17938.26,16129.59,8,ATM Withdrawal,ATM,0,0,0
Elizabeth Anderson,40,ea3256d4-6ef7-4698-98cc-3d5b1e4b8bf1,2025-06-03 22:07:12,65.06,42319.72,42254.66,1,ATM Withdrawal,POS,0,0,0
Jill Martin,73,85df900b-7777-48fc-9d76-419540bf0978,2025-01-13 01:37:20,514.63,32217.76,31703.13,5,Transfer,Mobile,0,1,1
David Klein,58,4be783fa-5f6f-48be-8d25-cadffa5d2ae0,2025-04-15 13:45:40,4242.36,40893.14,36650.78,11,Online Purchase,Mobile,0,1,1
Patricia Johnson,21,b5a83092-f70f-444c-9acf-790496ab136c,2025-01-19 00:16:59,2319.96,18962.39,16642.43,1,ATM Withdrawal,Mobile,0,1,1
Beverly Jones,69,b2f2d3d6-84c8-4f2e-a24e-0e390fde85ac,2025-10-01 22:12:03,156.74,7444.98,7288.24,12,ATM Withdrawal,Web,0,0,0
Robert Velazquez,29,5242aa20-2d64-4b84-b2d9-bd2a19deeae6,2025-07-08 06:12:40,2506.59,33720.64,31214.05,15,Online Purchase,ATM,0,0,0
Leslie Bauer,58,aa12306d-fc62-4d7a-b164-32eb0249d069,2025-03-22 04:14:47,2254.88,10931.41,8676.53,6,Transfer,Mobile,0,0,0
Kyle French,20,ad15c708-068d-4290-91b0-9ae6c05fd3ee,2025-07-23 00:04:46,319.95,43086.54,42766.59,2,Transfer,Web,0,0,0
Julia King,22,df341298-548f-4525-81f1-05e32b2955f5,2025-02-01 08:40:26,102.15,35816.23,35714.08,9,ATM Withdrawal,ATM,0,0,0
Scott Cowan,52,441037ba-c306-468a-add0-91217af8ed13,2025-07-27 22:52:22,477.22,41655.74,41178.52,18,Transfer,Mobile,0,0,0
Mrs. Elizabeth Franklin DDS,48,e7e2d5fc-81f1-4373-abf9-42333f948b0d,2025-02-08 23:09:31,1059.99,24976.62,23916.63,15,Online Purchase,Web,0,1,1
Cheyenne Moore,47,33955f34-ed85-4a2b-afd6-8d96da22b365,2025-06-01 01:29:24,3413.06,35591.26,32178.2,16,ATM Withdrawal,Web,0,0,0
Aaron Oliver,35,76e8d660-1209-4721-a9ea-90677baf2b05,2025-04-20 17:03:47,733.72,22894.11,22160.39,10,ATM Withdrawal,ATM,0,1,1
Timothy Hall,36,d889bccd-bb8a-449a-8878-233cbf31ee26,2025-04-06 09:12:48,464.23,21486.7,21022.47,6,Online Purchase,Mobile,0,0,0
Alexis Miller,35,7c285949-712b-426a-b17b-9ab101aa8a13,2025-05-17 00:07:54,2967.13,23293.11,20325.98,7,Transfer,POS,1,0,1
Clayton Weaver,47,df45c44d-c81d-4901-b430-1d829e5a4b22,2025-09-10 06:07:30,1048.91,1697.27,648.36,8,Online Purchase,Mobile,0,0,0
Melanie Powell,45,d6ce1c8a-bc58-4f41-a67b-ecc2494d0d1a,2025-10-14 15:06:56,1684.48,5646.45,3961.97,14,ATM Withdrawal,Web,0,0,0
Kristin Aguirre,43,17ab61f9-dba6-4670-8a24-278da72bede9,2025-10-01 02:37:27,195.81,38610.85,38415.04,4,Transfer,ATM,0,0,0
Henry Robles,35,9a23835e-d341-4513-9a9d-791bb90c28f5,2025-09-24 13:50:27,1324.66,15297.55,13972.89,19,Transfer,POS,1,0,1
Allison Pacheco,41,d4aa4338-53dc-4b42-a279-d1340beae0e8,2025-04-03 12:34:43,601.01,17282.07,16681.06,18,ATM Withdrawal,ATM,0,0,0
Paul Fuentes,73,2b1db755-d865-48c6-b33c-e91671770b4a,2025-04-20 19:43:47,2432.39,26649.84,24217.45,8,Bill Payment,ATM,0,0,0
Donald Snyder,32,92ac8ea0-6070-4e19-a4e4-65082e8adc18,2025-06-19 15:53:10,45.99,27575.19,27529.2,11,Online Purchase,POS,0,0,0
Kyle Knapp,51,88e7f9bc-52f3-4318-ad69-c78756b1a73f,2025-06-26 05:17:58,16.36,27897.93,27881.57,19,Transfer,Mobile,0,1,1
Luke King,54,8109e4af-c7f9-4d29-8003-0e0a3dbe282c,2025-10-14 23:49:43,1038.02,13506.39,12468.37,3,Online Purchase,ATM,0,0,0
Claudia Stanley,18,56efb924-1609-48e0-9676-618153ab054e,2025-09-03 04:34:44,157.31,20742.62,20585.31,16,ATM Withdrawal,Web,1,0,1
Ronnie Clark,60,9f0f3c49-dec3-4296-b3aa-577bb5609a05,2025-02-05 17:33:05,5193.06,32389.29,27196.23,19,Bill Payment,Mobile,0,0,0
David Long,60,baf76c87-4ae6-4214-8f7d-5e2ca6ce9eb5,2025-01-30 06:51:45,1.12,37774.56,37773.44,7,Bill Payment,Mobile,0,1,1
Taylor Gomez,68,1cda763d-6ee9-4b91-9c0f-e5da5a61d439,2025-10-22 08:13:14,32.21,40095.14,40062.93,3,Transfer,ATM,1,0,1
Erik Serrano,30,1044b935-ba43-4e44-8e42-a20d3e4a0cfa,2025-08-16 16:36:11,3511.84,26994.1,23482.26,18,Transfer,Web,0,0,0
Edward Thompson,20,8d0fc063-200f-4470-811a-7f5fb5f8f580,2025-01-31 23:08:37,66.76,30011.23,29944.47,10,Transfer,Web,1,0,1
Lisa Costa,33,38988a02-bb0d-4644-80bf-018968661413,2025-01-22 07:01:59,629.76,7444.16,6814.4,19,ATM Withdrawal,Mobile,0,0,0
Sean Banks,49,9ae0a580-5afd-4809-bd8d-3f98261dd5d8,2025-10-02 04:37:47,889.99,30494.22,29604.23,17,Online Purchase,Web,0,0,0
Tracey Delgado,45,7b089e12-9e83-4246-9f91-e044a103b6d0,2025-10-23 08:14:23,2756.73,27022.94,24266.21,2,Online Purchase,Mobile,0,0,0
John Ward,68,02aaee6e-35ac-4475-8c9b-97186509e8c8,2025-08-04 09:18:50,614.02,2356.49,1742.47,11,ATM Withdrawal,Web,0,1,1
Nathaniel Baker,32,4895de5e-1afa-4a45-a7e0-eb6716a3b1bd,2025-01-04 17:13:20,778.93,34968.84,34189.91,4,Bill Payment,POS,0,0,0
Jessica Gordon,18,f36b0096-ddb2-4133-842f-56cf03085c96,2025-02-16 09:31:22,4370.1,12427.12,8057.02,12,ATM Withdrawal,Mobile,0,0,0
Jennifer Hicks,25,b040c821-d9f3-43de-a52f-bbe2b7a54591,2025-05-21 22:16:09,58.12,28505.45,28447.33,7,Transfer,POS,0,1,1
Rachel Bishop,66,b52c6fef-80aa-448e-990a-34bcaf2f9fe5,2025-06-05 13:40:15,381.03,22509.95,22128.92,5,Transfer,Web,0,0,0
Miranda Castillo,64,b656183d-055e-4b9b-86fc-dd8742da3a58,2025-04-17 01:24:10,2837.75,2980.85,143.1,18,Bill Payment,POS,0,0,0
Jamie Jordan,44,7bc8ef2d-2daa-4167-865f-7849eed9cc75,2025-09-19 00:43:27,87.44,27887.43,27799.99,3,Bill Payment,ATM,0,0,0
Kim Sanchez,45,db7d5cd4-3e3f-4fec-9b40-ff23b6e4e6fd,2025-03-28 07:53:45,3176.48,28017.09,24840.61,16,ATM Withdrawal,POS,0,0,0
Eileen Lyons,52,9aac8c7b-8ee1-46a0-8649-53fbd3ced97c,2025-06-07 12:41:50,1947.4,28937.75,26990.35,13,Online Purchase,POS,0,0,0
Kayla Wilson,51,7e3c7dc6-da3f-4bde-8f74-986fb186c0b6,2025-04-13 01:55:13,3542.98,47156.39,43613.41,3,Online Purchase,Web,0,0,0
Chelsea Little,22,0d0e3325-f5ad-4e0c-b15e-4eafb1905ff3,2025-01-03 07:48:40,2266.8,15547.46,13280.66,16,Transfer,Mobile,0,0,0
April Huang,50,4f2dd1b3-215b-4589-9b2c-933d1bb65ed0,2025-09-28 05:11:45,425.17,8585.79,8160.62,7,Bill Payment,Mobile,0,0,0
Mr. David Zamora,19,8de78261-02a9-4b1e-805f-57b83acdd4b4,2025-05-09 21:42:02,1783.42,42875.62,41092.2,2,ATM Withdrawal,Mobile,0,0,0
Tina Scott,48,790581a7-a0e8-4e43-be38-0338e29be2ab,2025-04-19 01:42:35,48.99,3264.8,3215.81,13,Online Purchase,Web,0,0,0
Ashley Johnson,66,735007f8-af8f-4227-914c-470102d845ad,2025-04-16 12:07:13,2262.02,13981.34,11719.32,9,Transfer,ATM,0,1,1
Jason Murphy,19,842e2a83-f5d8-4df8-a08f-e0a7c127f52f,2025-05-20 18:34:59,2568.06,36648.41,34080.35,2,Online Purchase,POS,0,0,0
Christine Duran,71,7a3f6318-9512-4f80-8285-3263a404de16,2025-04-13 12:30:29,182.39,25292.22,25109.83,5,ATM Withdrawal,Web,0,0,0
Angela Booth,40,819857b9-543e-43d8-8b5e-acbbe2e98d12,2025-08-05 06:45:34,2428.18,19585.61,17157.43,8,ATM Withdrawal,POS,0,0,0
Jesus Hayes,19,6b9e3869-5647-40a0-acbf-a13e0d3bb829,2025-02-21 15:38:29,1871.99,30618.6,28746.61,18,Online Purchase,ATM,0,1,1
Elizabeth Harris,63,afa44625-1038-4108-b63f-58960d1a8798,2025-02-09 00:21:19,1216.19,6886.22,5670.03,18,Transfer,Web,1,0,1
Krista Gardner,40,6cafc5e0-08bc-409b-84c3-8dd1974cce8b,2025-04-20 20:07:16,796.41,46985.36,46188.95,15,Transfer,Web,0,0,0
